Interval_ID,MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR,pNN50,pNN25,SD1,SD2
1,0.8446426260593219,0.8217845850000001,0.11619803382160994,0.014960357564111812,0.010908207962176987,7.767062606869487,71.03596023791725,0.012711864406779662,0.11016949152542373,0.010523708798345528,0.1642776206003944
2,0.918165353375,0.9548876550000001,0.1947596767426987,0.019089868546136073,0.01288519401232384,10.202253424218547,65.34770646643493,0.020833333333333332,0.20416666666666666,0.013503619646551876,0.27447833415637896
3,1.1057737705833333,1.12483305,0.09287491092156337,0.020999225513689126,0.012793034161295383,4.4227779191675145,54.26064679427869,0.008333333333333333,0.2375,0.014865531875948487,0.13019609926145073
4,1.044354543875,1.0526825,0.10530705664263712,0.026181537939984508,0.015337675603756077,4.022187576758504,57.451753671099524,0.04583333333333333,0.3375,0.01855252457706074,0.14776678816938046
5,1.0492916683333333,1.0503402,0.08698071786730745,0.021599697316524388,0.012852406219207909,4.02694151647971,57.18143182753217,0.020833333333333332,0.2375,0.015317547668720717,0.12218561114708032
6,1.102539240875,1.11522575,0.07429967665065657,0.023193221030025097,0.01181004730567323,3.203508324888161,54.419831762525426,0.0125,0.32916666666666666,0.01641686989981261,0.10406621952962002
7,1.1377013489166667,1.1421488000000002,0.09168216805408456,0.019602158231930185,0.01095670473504268,4.677146616679301,52.73791760652542,0.0,0.25,0.013866838987614188,0.1288346601238977
8,1.103572768125,1.10658915,0.07356635387461592,0.019198580401435027,0.011363486411316293,3.8318642491461032,54.368866044005074,0.008333333333333333,0.20833333333333334,0.013630364464159134,0.10278781909402183
9,1.015092620625,1.000508555,0.07957714975321953,0.021278884570099653,0.01181520357209146,3.739723738387987,59.10790678692705,0.008333333333333333,0.25416666666666665,0.015206407763584912,0.11152636401666037
10,0.8859334669166666,0.897669095,0.13710229445811392,0.021229639288358238,0.01410307994649228,6.45806047836607,67.7251760324839,0.0375,0.2125,0.014851996396085223,0.19335494394452263
11,0.9547161240833333,0.9569590299999999,0.0642651796684657,0.020020201394591142,0.012897704101230886,3.2100166427810377,62.845906219096015,0.016666666666666666,0.2,0.014243953160586461,0.08987662533677333
12,0.87892721225,0.864050115,0.09205972073262918,0.017464463240188553,0.010592286761190972,5.271259669795341,68.26503851940556,0.0,0.14583333333333334,0.012286886204618687,0.13050440519454598
13,0.86768397725,0.83545417,0.12254153989590388,0.020599636069066354,0.013540016825426897,5.948723534971552,69.14960005388298,0.029166666666666667,0.20416666666666666,0.014594348495083682,0.17197181137452772
14,1.0380453270833334,1.03252445,0.08453292907859954,0.021493617588185056,0.012663308474729492,3.932931658980799,57.800944173204925,0.004166666666666667,0.26666666666666666,0.015204630766636444,0.11870180898171648
15,1.0972796657083335,1.1019807,0.08478444572871176,0.026625507554844316,0.013493213086099647,3.1843316246298503,54.68068157561987,0.025,0.42083333333333334,0.018887989765923954,0.11856214367821065
16,1.0068623819583333,1.00184365,0.08725573830566975,0.023207178198522395,0.013814142561276143,3.7598598829747143,59.59106336190735,0.03333333333333333,0.30416666666666664,0.0164183507180298,0.1223010015673504
17,1.0510944748333333,1.04735815,0.07843279311899914,0.02468690631032341,0.01266222989149044,3.177100934927623,57.08335590814888,0.0125,0.39166666666666666,0.017526874525544692,0.10967322017504473
18,0.9496796335416667,0.9488989000000001,0.08172949083743741,0.021640084487127127,0.012823449275206048,3.776763944062012,63.179200522854565,0.020833333333333332,0.2625,0.015325557440193196,0.11462139607344539
19,1.028445186,1.0295741499999997,0.07301590645418139,0.01888387187611038,0.011544649786825545,3.8665749764248507,58.34049380245726,0.008333333333333333,0.18333333333333332,0.01343467767555212,0.10274563709221128
20,1.0335214480416668,1.0446762500000002,0.09781522741100362,0.022327884971294912,0.013518542679848335,4.380855040088054,58.05394761152657,0.03333333333333333,0.25833333333333336,0.01577343817028799,0.1372501720737611
21,1.0493908598333332,1.0622962500000002,0.09836921007606657,0.021591421941725607,0.012508122547651542,4.555939406934901,57.17602687098813,0.025,0.22083333333333333,0.015273078603191392,0.1381199436595584
22,1.0022891212083334,0.9952402650000001,0.09523000273923726,0.021372411544002476,0.014513704411958376,4.455744385380821,59.86296641398799,0.03333333333333333,0.19583333333333333,0.015116506169729827,0.133820478858258
23,1.0132476312083334,1.0197154,0.0688990692450512,0.02087016925415861,0.013032902709993594,3.3013181831921323,59.21553443796152,0.025,0.22083333333333333,0.014784435519823976,0.09634389062933756
24,0.980413734375,0.9839736000000001,0.07648868522174682,0.023440641866189927,0.013580507722805224,3.2630798106288967,61.19865307501956,0.020833333333333332,0.2916666666666667,0.016613659357232875,0.10691169322628778
25,0.9548452945833332,0.95574709,0.08508375695986946,0.018904404840239853,0.011515228920866026,4.500737139249179,62.83740448884158,0.0125,0.18333333333333332,0.013400958793698249,0.11958037124677094
26,1.0115258284166666,1.01126855,0.0816957848330709,0.020760410372045405,0.012860531102296182,3.9351719628373547,59.316330156312,0.0125,0.21666666666666667,0.014730828151288377,0.11462720417107179
27,1.0786192364166667,1.0692108500000002,0.0825305802553024,0.022194105624311077,0.01329637496961826,3.7185810346373986,55.626673411952964,0.016666666666666666,0.2833333333333333,0.01571273957588006,0.11578752653915368
28,1.028615,1.0497378,0.12006144584146738,0.020144015038502976,0.0114002542766334,5.960154696667159,58.33086237319113,0.004166666666666667,0.23333333333333334,0.014259338434542341,0.1692631982765192
29,1.0842465825833334,1.0664978999999999,0.08597410002501095,0.02043041699447393,0.013544224059583401,4.208142205235725,55.33796551799461,0.041666666666666664,0.17083333333333334,0.014462089429415455,0.12060942664363832
30,1.043158171125,1.0465778499999998,0.08150525075305808,0.023987432947051496,0.01467019667084467,3.3978313116275576,57.51764369088213,0.058333333333333334,0.29583333333333334,0.017011179094310123,0.11399724113455101
31,1.0617004335,1.05637785,0.0893785283318036,0.02584864242648881,0.014390494654135964,3.45776489368786,56.51311623016306,0.029166666666666667,0.4,0.01833009774536974,0.12510995075488474
32,1.0121427733333332,0.99079709,0.11116791219592438,0.024836366155654144,0.014477210262885417,4.476013580215975,59.28017428055078,0.041666666666666664,0.32916666666666666,0.01763147092976238,0.15642257223782255
33,1.0221187287916667,1.01597485,0.07982345112135726,0.021810224231819695,0.012100011901537632,3.6599096952382566,58.70159533318707,0.016666666666666666,0.2625,0.0153707454949855,0.11155328878705938
34,1.0192521014166667,1.01253635,0.06914803946988514,0.02399090560554336,0.013244001076667273,2.8822604951564537,58.866692466569866,0.03333333333333333,0.35833333333333334,0.01702507468308431,0.09642038006271257
35,0.9947706545833334,0.981235145,0.11314519676293805,0.025608911910709926,0.016611315302553012,4.418196179417506,60.31541011343104,0.05,0.3125,0.01812203281068109,0.15931444469651485
36,1.0013687740833332,1.01332815,0.13225459215068638,0.02333411521616708,0.013765672606582591,5.6678640233615365,59.917985813892415,0.029166666666666667,0.2833333333333333,0.016559268719262624,0.18590661301979935
37,1.0640731987083334,1.0633185,0.08177029873605476,0.02119781732847498,0.0128250584101679,3.8574867152106695,56.38709824928711,0.016666666666666666,0.25,0.015000854060837584,0.11511563956892491
38,1.013726278,1.02007645,0.10892214766623061,0.025901478442619655,0.015717091760645254,4.2052482798435316,59.18757489287458,0.0625,0.31666666666666665,0.01833066672297421,0.1525763871715623
39,1.0666273049583335,1.0761608,0.08800474603394,0.023671027257513366,0.014508420801066835,3.7178253852927576,56.25207579168792,0.025,0.26666666666666666,0.016781565324055198,0.12321834795701117
40,1.0696031183333334,1.0633637500000002,0.11528472637768265,0.020887171415870636,0.01302943749342706,5.519403469350867,56.09557318184769,0.029166666666666667,0.24166666666666667,0.014812724950328399,0.16258175702245833
41,1.0183447459583332,1.0126100500000002,0.08718238495487886,0.021378424905967752,0.01263564543346425,4.078054643330718,58.919143284365674,0.0125,0.2375,0.015110714703932028,0.12261418754143173
42,0.986930985875,1.00230635,0.09990503997398936,0.01841447973633763,0.009894925075565743,5.425352299084775,60.794524499405384,0.0,0.15833333333333333,0.013120087824717084,0.14041558259712403
43,0.9982960154166667,1.0026150999999999,0.08946853103374608,0.02142554163140847,0.012151744490343933,4.175788531879677,60.10241358617196,0.025,0.25,0.015121984772564257,0.12574149464657522
44,1.0326555037083334,1.02283115,0.08330808474878791,0.021487422296323593,0.01294254190966536,3.877062757920552,58.10262937110787,0.008333333333333333,0.24583333333333332,0.015224237708923028,0.1163405874264379
45,0.983827785375,0.996569845,0.1043713132722739,0.02216644240435366,0.01468156685601435,4.708527934630348,60.986283262095654,0.041666666666666664,0.24166666666666667,0.015682538725470554,0.1468551917722111
46,1.0465167030416667,1.05963715,0.08958250775181835,0.027337925950738213,0.01568072382809475,3.276858233987547,57.333055292487884,0.05416666666666667,0.38333333333333336,0.019411660747962252,0.12519947444758564
47,1.050678539375,1.0387612000000002,0.07097862008821107,0.020536978299172594,0.013014692023126672,3.4561374635659377,57.10595367798339,0.020833333333333332,0.24166666666666667,0.014485988759768023,0.09977223623784472
48,1.0581911372916666,1.06638695,0.08795955198162778,0.021357848925986127,0.012933090811806788,4.118371296961805,56.70053158219029,0.03333333333333333,0.2125,0.015155644301055572,0.12315115575938596
49,0.96049869325,0.952669115,0.0890764793209292,0.019032573365418318,0.011744752897467996,4.680212055968155,62.46754984848596,0.016666666666666666,0.175,0.013488027619688852,0.12537078326274304
50,1.077645670625,1.07954005,0.08704758457629477,0.02191011568793946,0.01386078374958032,3.9729404361023333,55.676927616850094,0.016666666666666666,0.26666666666666666,0.015488694475924792,0.12212259661397602
51,0.9377482671666667,0.95945219,0.10708344622307843,0.01805790249398424,0.01121811783236303,5.9300046757231035,63.98305611513986,0.0125,0.15833333333333333,0.012754167577951522,0.1512560967134716
52,1.0341021880416668,1.2005374,0.2814406043202293,0.017032885520191658,0.012462243072450297,16.52336616638415,58.021345176365145,0.025,0.12083333333333333,0.011971845492296499,0.3975281451365855
53,1.1892225872916666,1.2097248,0.12967260771664949,0.017266450280955168,0.01375742479893067,7.510090702295532,50.45312849013732,0.0125,0.10833333333333334,0.012242091255506684,0.18302629280818203
54,1.2706214920833332,1.26867735,0.06044503292705722,0.016219343964969733,0.008772092600280232,3.7267248945213436,47.220986244788726,0.0,0.10416666666666667,0.011564616887668803,0.08471716237370996
55,1.2050205479166667,1.21503455,0.05688830225305243,0.017811554994940554,0.010677382762580767,3.193898694932126,49.79168206196373,0.0,0.17916666666666667,0.012546487395850927,0.07928219929126055
56,1.1653920379166667,1.1752349,0.06586766567571017,0.021037785012376138,0.012438268119411816,3.130922083145229,51.48482059930669,0.0,0.225,0.014892666561746834,0.0922967782419604
57,1.1873381033333332,1.1896105000000001,0.06358022003074656,0.02211374199409065,0.013080510116448398,2.875145239902718,50.53320518524251,0.016666666666666666,0.2916666666666667,0.01565255943954964,0.08803030602486632
58,1.1270310961666667,1.1279930999999999,0.07626077797980625,0.022392003893941526,0.01262811398784464,3.405714751614512,53.237217858563085,0.0125,0.29583333333333334,0.0158662281164887,0.10623533662669649
59,1.1761561517916665,1.1821599,0.08850675367979327,0.02265864103119321,0.013482272091914561,3.906092759841585,51.01363446392775,0.020833333333333332,0.2833333333333333,0.016132364695587504,0.12430964194918301
60,1.086721711125,1.0888274,0.11257210312046671,0.025810062297109745,0.01464843354628518,4.361558752730044,55.211927198810244,0.05,0.36666666666666664,0.01818699955150327,0.1599888335898717
61,0.97749202525,1.0280699000000002,0.18454106104268841,0.021568812842836745,0.012604786227251329,8.55592110643107,61.38157493883861,0.008333333333333333,0.275,0.015206209110674235,0.2604533725639356
