Interval_ID,RR_Interval
1,950.19531
1,950.19152
1,950.191
1,950.19245
1,950.19456
1,950.19603
1,950.19556
1,950.19224
1,950.18746
1,950.18342
1,950.18233
1,950.18637
1,950.19774
1,950.21593
1,950.2337
1,950.2428
1,950.23496
1,950.20193
1,950.15963
1,950.26418
1,950.56879
1,950.91381
1,951.12427
1,951.02517
1,950.44156
1,949.24905
1,947.7697
1,946.55785
1,946.16986
1,947.16207
1,950.09085
1,954.79441
1,958.01105
1,955.64278
1,943.59972
1,919.82417
1,886.95468
1,848.29108
1,807.13326
1,766.78105
1,730.49044
1,699.57749
1,672.69413
1,648.299
1,624.87454
1,603.47558
1,589.99502
1,590.26143
1,606.76421
1,633.49279
1,655.21049
1,671.92373
1,692.5331
1,722.40429
1,750.14933
1,766.94929
1,774.75876
1,776.36817
1,774.56795
1,772.14852
1,771.83943
1,773.95356
1,775.63527
1,773.83017
1,766.75067
1,754.77473
1,738.52058
1,720.47052
1,706.09856
1,700.83111
1,703.18279
1,704.96451
1,698.49916
1,684.37629
1,668.12426
1,654.68421
1,646.54619
1,645.54482
1,651.0207
1,659.40806
1,667.06961
1,671.05842
1,668.74216
1,659.48101
1,648.23017
1,640.75799
1,639.75663
1,645.1684
1,656.03958
1,667.82182
1,674.97889
1,674.29961
1,666.89939
1,654.50914
1,640.8867
1,631.28797
1,629.2552
1,632.94631
1,639.38499
1,643.69078
1,639.28971
1,622.99603
1,605.90643
1,601.85327
1,609.06383
1,613.11618
1,605.55531
1,595.32168
1,592.95481
1,597.21724
1,600.92818
1,601.51059
1,603.2572
1,609.26789
1,614.21694
1,610.60759
1,600.14552
1,594.16726
1,599.88023
1,611.08899
1,619.78342
1,625.74428
1,634.05384
1,647.68042
1,663.29493
1,676.52376
1,685.18445
1,689.72753
1,690.99152
1,692.49863
1,699.49647
1,715.85123
1,736.8921
1,754.75187
1,762.91068
1,763.76977
1,763.34282
1,766.81528
1,772.78867
1,776.75496
1,774.5363
1,765.90347
1,753.12641
1,738.68832
1,726.99901
1,723.66872
1,732.93436
1,748.1061
1,757.33355
