Interval_ID,RR_Interval
1,719.23828
1,717.32496
1,713.94647
1,709.75996
1,705.42255
1,701.59138
1,698.90203
1,696.91002
1,693.60892
1,686.98213
1,676.7297
1,663.89508
1,649.78716
1,636.81
1,627.66533
1,624.0533
1,626.43296
1,635.41623
1,652.8212
1,680.8439
1,718.83153
1,760.03296
1,796.91059
1,823.64063
1,840.64193
1,849.75421
1,852.79497
1,850.95588
1,844.73213
1,834.58314
1,821.57321
1,808.48594
1,798.40828
1,793.8559
1,794.47042
1,798.99164
1,806.15959
1,814.71954
1,823.41965
1,830.98922
1,835.45583
1,833.95501
1,823.56684
1,803.81611
1,781.33594
1,764.04395
1,757.54034
1,759.41567
1,765.53126
1,772.42935
1,779.4898
1,786.83155
1,794.34512
1,800.40539
1,802.7701
1,799.35334
1,790.21596
1,776.96599
1,761.34973
1,747.07012
1,739.5702
1,743.8556
1,757.0479
1,769.97097
1,773.64662
1,768.01457
1,762.11608
1,765.10544
1,777.06545
1,787.56152
1,785.66201
1,768.05767
1,744.6772
1,726.64463
1,718.84661
1,717.24213
1,717.24798
1,717.71499
1,720.98103
1,729.07074
1,736.97969
1,734.28694
1,712.04981
1,679.14762
1,655.50494
1,654.15476
1,664.30172
1,670.35237
1,666.72511
1,661.58775
1,663.00288
1,668.9159
1,671.83553
1,667.21131
1,660.89793
1,660.83956
1,668.67572
1,678.0307
1,682.57881
1,682.12658
1,680.22206
1,679.90686
1,681.74857
1,685.62673
1,690.69108
1,694.58743
1,694.86947
1,691.88105
1,689.16809
1,690.16649
1,695.26646
1,703.01934
1,711.71955
1,718.30998
1,719.24431
1,712.31272
1,700.68558
1,688.87816
1,680.24342
1,675.76479
1,675.98
1,678.29229
1,677.21588
1,668.44028
1,656.38046
1,649.05768
1,650.42886
1,656.0052
1,660.54307
1,663.30304
1,667.07052
1,674.32072
1,685.49516
1,700.39632
1,718.20834
1,736.43655
1,752.30511
1,763.8587
1,771.38324
1,775.54386
1,776.9616
1,775.95195
1,772.70105
1,767.29062
1,758.84847
1,745.98983
1,727.82055
1,707.542
1,690.37546
1,679.71241
1,671.65427
1,660.56996
1,644.66337
1,627.91967
1,614.55554
1,607.18703
1,607.66031
1,613.12658
1,614.89146
1,607.544
1,602.28338
1,614.31682
1,644.9618
1,682.92776
1,717.41273
1,745.28314
1,767.12672
1,783.48668
1,794.13999
1,798.38613
1,795.58518
1,786.74586
1,774.57667
1,761.81807
1,749.6128
1,737.1339
1,723.49775
1,709.32633
1,696.75485
1,687.88768
1,683.90121
1,685.45691
1,692.59444
1,702.73937
1,712.62545
1,719.64397
1,722.95235
1,722.00729
1,717.01515
1,709.66194
1,701.82044
1,695.81942
1,694.54407
1,700.7395
1,714.92637
1,736.08718
1,763.05795
1,793.30625
1,823.40595
1,849.9334
1,870.9548
1,887.12374
1,899.3524
1,908.53785
1,915.22286
1,919.59225
1,921.81503
1,922.07158
1,920.67514
1,918.02481
1,914.52113
1,910.71923
1,907.7783
1,907.00503
1,909.68375
1,916.08474
1,925.07123
1,935.40281
1,945.76257
1,953.76311
1,956.22954
1,949.96866
1,932.79806
1,909.40819
1,887.35085
1,874.12015
1,872.71351
1,878.87346
1,887.6839
1,894.63929
1,898.69311
1,900.5327
1,900.85637
1,899.56308
1,894.53323
1,883.3335
2,863.9164
2,839.06468
2,814.84951
2,797.29335
2,788.78688
2,787.379
2,790.86987
2,797.68943
2,807.41479
2,819.74489
2,834.16555
2,849.29516
2,863.53141
2,875.30264
2,883.69326
2,888.41751
2,889.21506
2,886.04824
2,879.8869
2,871.98567
2,863.59189
2,855.7757
2,849.42448
2,845.41693
2,844.26734
2,845.42448
2,848.14335
2,851.67782
2,855.27009
2,858.15563
2,859.57169
2,858.93373
2,855.9837
2,850.49843
2,842.50095
2,833.46087
2,825.37432
2,820.17572
2,818.79445
2,821.34882
2,827.92766
2,838.03786
2,850.14291
2,862.59773
2,873.85134
2,883.00452
2,889.43392
2,892.5213
2,892.13762
2,889.09882
2,884.32869
2,878.75458
2,873.33769
2,869.05812
2,866.89124
2,867.22604
2,869.31887
2,872.29675
2,875.33626
2,878.03144
2,880.18562
2,881.60224
2,881.88311
2,880.22116
2,875.75986
2,867.84011
2,857.59018
2,847.08866
2,838.3989
2,832.48189
2,828.76111
2,826.54598
2,825.38586
2,825.61713
2,827.7373
2,832.03116
2,836.94407
2,839.97933
2,838.68151
2,832.58251
2,823.84685
2,814.81982
2,807.60876
2,803.67102
2,804.35397
2,810.64896
2,821.6804
2,835.96281
2,852.01537
2,868.45413
2,883.9831
2,897.30949
2,907.19294
2,912.64035
2,912.73144
2,906.57012
2,895.00853
2,881.79443
2,870.94769
2,865.92781
2,866.4306
2,870.60221
2,876.5828
2,882.43994
2,886.12838
2,885.59309
2,879.16433
2,868.08511
2,854.92982
2,842.2243
2,830.39203
2,817.1562
2,800.07141
2,778.84468
2,758.12976
2,743.25933
2,736.97043
2,736.32173
2,737.63448
2,738.76429
2,740.48355
2,743.89344
2,750.29531
2,761.34177
2,778.71296
2,802.07276
2,826.42556
2,846.11961
2,856.31472
2,858.34481
2,856.38151
2,854.57615
2,855.44324
2,859.20251
2,865.90212
2,875.34987
2,886.07048
2,896.16229
2,903.73507
2,907.83128
2,909.08773
2,908.29735
2,906.18156
2,902.62811
2,896.98605
2,888.59614
2,877.64905
2,866.80655
2,859.17708
2,857.512
2,860.54663
2,864.4876
2,865.51372
2,861.89433
2,856.39804
2,852.37743
2,852.55951
2,855.117
2,856.208
2,852.05772
2,842.09346
2,830.05022
2,819.9654
2,814.78485
2,814.24426
2,817.49214
2,823.52231
2,830.28952
2,835.32069
2,836.2447
2,833.24954
2,829.18877
2,827.03493
2,828.09844
2,829.71948
2,828.65791
2,822.6216
2,815.0583
2,811.56492
2,817.30143
2,831.16824
2,847.41279
2,860.18155
2,866.26835
2,868.72133
2,871.49154
2,878.08945
2,887.27265
2,894.8988
2,896.78575
2,890.85835
2,881.3093
2,873.49147
2,872.41866
2,878.25164
2,887.52512
2,896.68669
2,903.00508
2,906.79284
2,909.06765
2,910.82001
2,911.88231
2,910.52086
2,904.8909
2,893.60138
2,878.91599
2,864.86241
2,855.43351
2,852.01111
2,852.02035
2,852.55632
2,851.34547
2,849.21614
2,847.94775
2,849.21123
2,852.58154
2,855.74082
2,856.30415
2,852.74954
2,846.02166
2,837.50305
2,828.73171
2,822.50563
2,822.23427
2,831.16627
2,848.13782
2,867.19784
2,882.15521
2,888.30563
2,888.12146
2,886.23766
2,887.19701
2,891.78016
2,895.78416
2,894.6631
2,884.86667
2,869.78392
2,855.7575
2,849.01119
2,851.17089
3,858.13579
3,865.44616
3,869.27015
3,868.667
3,863.52761
3,853.7854
3,840.28174
3,824.72972
3,808.87595
3,794.28965
3,782.20825
3,773.83253
3,770.28018
3,772.46361
3,781.26401
3,795.5116
3,806.78111
3,805.04353
3,782.8603
3,750.19125
3,724.15973
3,717.55784
3,722.16362
3,723.42324
3,711.99013
3,696.83676
3,690.88505
3,700.06854
3,717.7921
3,736.18134
3,748.58878
3,750.14135
3,736.31418
3,711.51272
3,692.2183
3,694.33147
3,714.23721
3,734.25594
3,737.92514
3,726.08603
3,710.53184
3,701.59785
3,698.9945
3,698.17763
3,695.49182
3,690.41063
3,683.10237
3,674.86971
3,668.9141
3,668.39002
3,673.44862
3,682.1209
3,692.54707
3,703.69779
3,714.82292
3,725.21942
3,734.34929
3,741.71077
3,746.71643
3,748.50745
3,746.17196
3,739.8266
3,732.71831
3,728.68137
3,729.75179
3,733.67012
3,737.55859
3,739.98492
3,742.49551
3,746.9936
3,754.05248
3,761.63462
3,767.40181
3,769.9212
3,769.89883
3,768.34942
3,766.21902
3,764.25275
3,763.15917
3,763.31732
3,763.98047
3,764.16169
3,763.29971
3,762.556
3,763.52774
3,767.5993
3,775.13962
3,786.21522
3,800.52202
3,814.88319
3,824.77975
3,825.87326
3,818.62164
3,808.55572
3,801.42268
3,800.19752
3,802.7241
3,806.29065
3,808.94065
3,811.37389
3,814.87384
3,820.33179
3,825.5396
3,826.81735
3,820.60308
3,806.53899
3,787.63898
3,767.09037
3,748.6504
3,736.85493
3,736.1251
3,745.61788
3,758.35579
3,767.14955
3,770.60635
3,775.21208
3,787.97692
3,811.11766
3,837.49152
3,858.87333
3,868.00082
3,864.71042
3,852.01325
3,832.98504
3,812.30205
3,796.54415
3,792.3623
3,802.24867
3,820.95669
3,842.39616
3,861.06461
3,874.77055
3,882.48079
3,883.17965
3,876.71171
3,864.19167
3,846.83644
3,826.51636
3,807.98944
3,796.81113
3,797.45991
3,806.0109
3,814.5919
3,815.66418
3,809.2463
3,802.57533
3,803.09245
3,812.2319
3,821.53084
3,821.6027
3,806.37262
3,782.11373
3,757.97648
3,741.61037
3,734.5187
3,736.6317
3,746.95809
3,761.30293
3,774.77559
3,783.78035
3,790.82631
3,800.21997
3,815.55866
3,833.84598
3,848.50406
3,852.97911
3,844.71966
3,827.63146
3,806.20655
3,785.04021
3,769.04743
3,763.20481
3,770.26503
3,784.92739
3,800.06886
3,809.55077
3,813.96941
3,816.74054
3,821.11999
3,827.25843
3,832.5869
3,834.45
3,831.18585
3,823.27083
3,811.45885
3,797.07656
3,783.96689
3,776.66358
3,778.64409
3,786.99015
3,796.38876
3,802.00836
3,804.63616
3,808.67183
3,818.43366
3,833.1887
3,845.88024
3,849.05212
3,838.06693
3,818.98328
3,800.39639
3,789.68112
3,785.91395
3,784.71657
3,782.08405
3,778.13337
3,775.48336
3,776.5804
3,780.6109
3,784.17058
3,783.86955
3,778.8592
3,771.19235
3,763.07303
3,756.39851
3,752.65127
3,753.25719
3,758.41072
3,766.59761
3,776.18881
3,786.55504
3,798.8499
3,814.41125
3,833.54148
3,852.70448
3,867.47498
3,873.64288
3,871.14577
3,863.66688
3,855.02273
3,847.87848
3,841.62688
3,835.08324
3,827.4151
3,820.55587
3,817.74525
3,822.06154
3,832.79769
3,845.51874
3,855.63277
4,859.95251
4,859.64028
4,856.69775
4,853.04751
4,849.68423
4,846.99974
4,845.36635
4,844.31739
4,841.89004
4,835.96679
4,825.27067
4,812.55802
4,801.79351
4,796.56211
4,797.03214
4,801.56497
4,808.5243
4,816.66468
4,825.11019
4,833.00162
4,839.98163
4,846.82738
4,854.47188
4,863.49985
4,871.65447
4,875.2925
4,870.79027
4,857.23305
4,838.58854
4,819.33594
4,803.4605
4,792.97189
4,789.38582
4,793.63218
4,802.84795
4,812.65973
4,818.92238
4,821.28417
4,822.48622
4,825.33098
4,830.00437
4,832.02631
4,826.43439
4,810.04475
4,787.3061
4,764.71419
4,747.5026
4,734.555
4,722.76265
4,710.18417
4,699.13268
4,692.8804
4,693.63513
4,701.57033
4,716.62301
4,738.47455
4,766.48959
4,799.99365
4,836.04792
4,867.36281
4,886.15535
4,885.64668
4,869.38152
4,846.9757
4,828.03018
4,817.67824
4,814.69162
4,817.35573
4,823.89584
