Interval_ID,RR_Interval
1,870.60547
1,843.17455
1,813.62189
1,784.25061
1,757.36387
1,735.26481
1,720.25655
1,714.38392
1,718.64623
1,733.77782
1,758.22567
1,782.93349
1,797.30872
1,793.3874
1,778.55524
1,765.75395
1,766.3709
1,780.83875
1,804.90168
1,834.21884
1,863.18493
1,885.07015
1,893.10547
1,882.89515
1,860.34829
1,834.1703
1,812.48025
1,796.6128
1,783.54081
1,770.22712
1,754.74294
1,736.11547
1,713.76031
1,691.62867
1,676.79181
1,674.12913
1,677.64344
1,678.08783
1,670.69877
1,660.10446
1,651.99909
1,650.34143
1,657.74607
1,674.46549
1,690.40802
1,692.64269
1,676.51283
1,656.37838
1,648.25059
1,652.15258
1,655.33634
1,648.20744
1,636.77444
1,631.13398
1,633.56097
1,637.07439
1,634.97025
1,625.12052
1,607.17834
1,586.91339
1,577.54954
1,585.80029
1,598.47524
1,600.64268
1,595.18141
1,594.99768
1,602.88785
1,605.90108
1,594.02397
1,579.41857
1,580.08182
1,594.59073
1,606.81118
1,607.47964
1,604.24334
1,605.9585
1,611.60922
1,615.3976
1,615.8791
1,618.87488
1,629.9659
1,648.49513
1,671.22002
1,693.78636
1,709.06904
1,709.62095
1,695.42583
1,678.64632
1,671.88979
1,678.11964
1,693.16737
1,712.53878
1,730.67602
1,741.58331
1,740.59872
1,731.19377
1,719.90258
1,712.08193
1,708.101
1,707.01509
1,708.12015
1,711.32307
1,716.61591
1,723.15205
1,728.64367
1,730.72304
1,729.87513
1,730.56376
1,737.44926
1,752.1166
1,772.54855
1,796.51325
1,820.90004
1,841.0311
1,853.18405
1,858.05423
1,857.42853
1,853.19411
1,848.86318
1,849.26614
1,859.26058
1,879.04793
1,896.93984
1,899.37739
1,873.91328
1,825.97763
1,775.4279
1,741.66113
1,728.22955
1,724.87851
1,721.67166
1,718.09582
1,719.8886
1,732.24536
1,755.02261
1,785.47198
1,820.83165
1,858.41001
1,895.57414
1,929.69294
1,958.44935
1,981.64846
1,999.97404
1,1014.1126
1,1024.7451
1,1032.4877
1,1037.9163
1,1041.606
1,1044.0165
1,1042.9999
1,1033.8273
1,1011.6593
1,972.15995
1,921.38102
1,875.14638
1,849.65178
1,854.76943
1,882.60172
1,922.15271
1,962.47296
1,995.72735
1,1019.1055
1,1030.2531
1,1026.8311
1,1009.6042999999999
1,986.20159
1,965.17163
1,954.94368
1,958.54296
1,971.4962
1,988.77776
1,1005.4109
1,1018.603
1,1028.5769
1,1035.7757
1,1040.6425
1,1043.5816
1,1044.6415
1,1043.6806
1,1040.5558
1,1035.2034
1,1028.8427
1,1023.7281
1,1022.1434
1,1026.2663
1,1035.686
1,1047.3239
1,1057.9785
1,1064.452
1,1064.056
1,1055.1344
1,1036.1561
1,1005.6035999999999
1,965.43195
1,925.66547
1,897.47186
1,891.30192
1,907.57669
1,939.33817
1,979.4573
1,1020.9433000000001
1,1058.5887
1,1088.4251
1,1106.5094
1,1108.9138
1,1094.9879
1,1071.4105
1,1045.8542
1,1025.9905
1,1017.1984000000001
1,1017.8394
1,1024.9365
1,1035.5129
1,1046.5595
1,1054.9154
1,1057.3747
1,1050.7317
1,1032.5111
1,1006.4723
1,979.53367
1,958.63811
1,949.36753
1,950.49703
1,958.67819
1,970.57206
1,983.08905
1,993.39804
1,998.67984
1,996.2896
1,987.74242
1,978.79904
1,975.41164
1,983.16147
1,1001.7121
2,1025.9759
2,1050.7355
2,1071.6394
2,1086.2187
2,1092.2525
2,1087.5195
2,1070.6814
2,1045.713
2,1018.5672999999999
2,995.20052
2,980.79994
2,976.29788
2,981.16327
2,994.8637
2,1016.3458
2,1041.7915
2,1066.4692
2,1085.6467
2,1094.7578
2,1092.4054
2,1080.0404
2,1059.2148
2,1031.5112
2,999.93272
2,969.47366
2,945.27738
2,931.72745
2,930.3245
2,941.88544
2,967.21781
2,1004.0986999999999
2,1042.945
2,1073.0779
2,1083.8183
2,1067.1087
2,1032.0703
2,994.74197
2,971.18148
2,973.55712
2,996.23159
2,1028.4755
2,1059.5591
2,1079.4377
2,1085.5106
2,1079.7426
2,1064.1647
2,1040.8339
2,1012.4830000000001
2,982.5674
2,954.57749
2,931.84343
2,915.96536
2,907.48785
2,906.94036
2,914.62544
2,930.08808
2,952.71546
2,981.88892
2,1014.4982
2,1041.0703
2,1051.1315
2,1034.2079
2,985.7731
2,924.13488
2,873.08011
2,855.19016
2,872.8676
2,911.80799
2,957.20351
