Interval_ID,RR_Interval
1,804.19922
1,754.55181
1,731.187
1,727.9037
1,738.50086
1,756.77741
1,776.53229
1,792.89228
1,806.58319
1,819.80636
1,834.54377
1,850.39411
1,865.49433
1,877.96251
1,886.54627
1,891.47217
1,893.17902
1,892.15954
1,889.68452
1,887.6091
1,887.80232
1,890.50595
1,890.49842
1,881.41292
1,857.48382
1,823.25688
1,791.94722
1,776.69545
1,780.1426
1,792.75655
1,804.3516
1,808.66191
1,807.36962
1,803.11855
1,798.03024
1,792.26756
1,785.53425
1,777.73445
1,769.91459
1,763.52532
1,759.89968
1,759.58257
1,762.74517
1,769.12251
1,778.2291
1,789.44955
1,800.44111
1,807.62259
1,807.45444
1,799.18631
1,785.76266
1,770.36994
1,755.19126
1,740.6763
1,727.11164
1,715.21467
1,706.30152
1,701.01797
1,698.9832
1,699.73731
1,702.8204
1,707.77037
1,713.93975
1,720.3661
1,726.8886
1,734.96576
1,746.22489
1,760.70177
1,775.58277
1,788.72984
1,800.26473
1,810.52505
1,819.12118
1,825.36052
1,828.70503
1,828.77471
1,825.1984
1,818.03206
1,808.31329
1,797.19174
1,785.6903
1,774.79236
1,765.36532
1,756.96326
1,748.30898
1,738.11215
1,725.08248
1,708.53165
1,689.92612
1,671.21771
1,654.57644
1,642.51531
1,637.09798
1,636.4261
1,636.65345
1,634.96021
1,630.7289
1,623.62299
1,613.61901
1,601.54866
1,588.57717
1,577.59076
1,572.31598
1,574.03446
1,581.16858
1,591.9798
1,605.00183
1,619.51634
1,634.93231
1,650.56225
1,665.33728
1,678.09426
1,687.5563
1,692.00199
1,689.60866
1,679.4912
1,662.61496
1,640.57837
1,620.63117
1,614.07139
1,624.38878
1,635.89017
1,631.35078
1,611.66146
1,590.80062
1,578.36432
1,574.67055
1,577.06915
1,574.02232
1,553.59468
1,529.88628
1,531.82209
1,553.42678
1,559.02504
1,534.88045
1,504.32120000000003
1,485.87901
1,481.59904
1,486.78955
1,495.59473
1,502.44866
1,503.34236
1,497.27071
1,497.05208
1,514.69742
1,531.84951
1,524.01799
1,500.66294
1,485.37919
1,482.18699
1,485.54679
1,487.92387
1,483.273
1,477.56156
1,479.67766
1,494.02884
1,520.20901
1,543.90028
1,550.94311
1,550.25858
1,559.23324
1,581.90933
1,612.69162
1,645.73538
1,674.73282
1,693.05931
1,694.42701
1,674.59999
1,630.29332
1,574.97431
1,551.66042
1,589.05157
1,661.24385
1,731.66663
1,775.87155
1,796.22075
1,798.66777
1,788.81915
1,766.23179
1,725.32405
1,662.97033
1,601.04837
1,574.53448
1,589.53901
1,615.09656
1,623.9484
1,618.04788
1,607.97942
1,602.64342
1,609.21052
1,630.23574
1,652.95347
1,661.74011
1,654.32214
1,645.13905
1,647.01559
1,655.16704
1,657.70905
1,649.04063
1,637.50223
1,632.68548
1,636.94871
1,647.95108
1,663.27199
1,680.79306
1,699.42251
1,718.28629
1,736.43101
1,751.84984
1,761.78847
1,763.61836
1,757.04497
1,743.68649
1,725.30864
1,704.90552
1,686.35191
1,673.20445
1,667.13094
1,669.11825
1,676.02945
1,675.95001
1,656.73024
1,623.51693
1,597.14083
1,590.23181
1,592.12713
1,590.17925
1,586.74395
1,591.28199
1,605.76341
1,622.81508
1,635.48095
1,641.863
1,643.10899
1,643.57811
1,647.74608
2,655.83137
2,664.74111
2,669.45274
2,664.09311
2,649.60384
2,639.66891
2,634.9974
2,633.6119
2,633.97345
2,636.29706
2,641.21787
2,648.81819
2,658.54263
2,669.8004
2,681.96479
2,692.762
2,697.62092
2,692.08278
2,676.16578
2,653.46429
2,628.81064
2,611.95042
2,613.14053
2,626.67693
2,632.2938
2,617.21252
2,599.49005
2,592.82535
2,600.57797
2,623.2764
2,655.34513
2,690.05765
2,714.47834
2,709.00327
2,657.47295
2,585.28805
2,542.49957
2,548.3498
2,587.3635
2,642.26729
2,698.48853
2,746.96019
2,779.29178
2,791.31727
2,790.47595
2,786.18253
2,786.05161
2,790.10745
2,796.37401
2,802.83839
2,807.08435
2,806.44699
2,798.3732
2,783.36934
2,765.2443
2,747.86671
2,732.01744
2,714.95187
2,694.24591
2,674.59776
2,664.41278
2,665.866
2,679.4224
2,702.33447
2,726.23643
2,745.75099
2,761.37724
2,774.14968
2,783.04052
2,782.73769
2,769.39145
2,743.38475
2,705.78619
2,666.06309
2,646.47656
2,667.39403
2,723.34657
2,795.56225
2,865.35297
2,921.90326
2,964.82639
2,994.61718
2,1012.2750000000001
2,1018.8957999999999
2,1015.5758999999999
2,1003.4114000000001
2,983.49828
2,956.93276
2,924.79879
2,887.55595
2,844.75138
2,795.86323
2,742.09398
2,689.17428
2,643.5692
2,611.94429
2,603.25249
2,627.86328
2,686.97422
2,760.76588
2,826.49579
2,864.38869
2,873.07671
2,858.24073
2,825.61884
2,782.75498
2,739.62248
2,706.10426
2,686.12502
2,677.68152
2,678.5151
2,686.15495
2,697.21434
2,708.19417
2,717.35785
2,724.2066
2,727.62593
2,720.57945
2,692.90603
2,646.238
2,604.00327
2,569.11024
2,532.91829
2,493.34099
2,457.36145
2,430.70778
2,412.11711
2,398.72591
2,387.6709
2,376.97146
2,367.5091
2,360.74445
2,358.13781
2,360.58859
2,367.28916
2,377.10827
2,388.91523
2,402.85303
2,423.05431
2,454.43077
2,501.89345
2,567.7453
2,645.78313
2,728.07451
2,806.98727
2,875.50131
2,926.67103
2,953.79916
2,957.38425
2,946.05728
2,928.88572
2,914.1345
2,903.17351
2,893.86034
2,884.02807
2,872.15148
2,858.10155
2,841.93279
2,824.12904
2,807.87004
2,797.37953
2,796.39476
2,802.99787
2,811.6352
2,816.782
2,816.2465
2,812.09607
2,806.67672
2,802.63903
2,803.36108
2,812.32724
2,831.09799
2,851.49755
2,862.27745
2,852.67282
2,824.16065
2,791.09987
2,768.27485
2,762.29057
2,768.5768
2,781.76589
2,797.23326
2,811.7224
2,822.12401
2,826.50781
2,827.94447
2,830.83027
2,839.22579
2,853.01868
2,869.27046
2,884.98899
2,897.08005
2,902.15917
2,896.79069
2,877.92991
2,849.57687
2,821.83897
2,804.93164
2,802.84535
2,809.57981
2,818.23417
2,823.402
2,824.8419
2,823.42756
2,819.93268
2,814.2831
2,805.97735
2,794.60755
2,781.52503
2,769.60657
2,760.93393
2,755.98011
2,755.03363
2,757.78611
2,762.73481
2,768.60747
2,774.86118
2,781.03703
2,786.44863
2,789.78467
2,789.62745
2,785.26298
2,779.06881
2,774.2713
2,773.44204
2,775.30599
2,777.18793
2,776.89431
2,776.25518
2,779.09573
2,788.88044
2,804.20403
2,820.25881
2,832.20079
2,837.38737
2,836.70916
2,831.37528
2,822.59485
2,811.57699
2,799.80665
3,790.51133
3,787.59714
3,794.46274
3,809.16519
3,826.57025
3,841.52248
3,850.04065
3,849.89534
3,839.00012
3,817.10184
3,791.45421
3,771.2322
3,763.70183
3,766.17814
3,772.74406
3,778.31213
3,783.62534
3,791.92201
3,806.01317
3,822.91126
3,835.51407
3,836.69645
3,825.27976
3,810.7462
3,803.68654
3,811.00314
3,827.42873
3,845.18968
3,857.03726
3,861.88248
3,862.63811
3,862.27463
3,861.95202
3,858.95488
3,850.06802
3,833.11518
3,813.02869
3,797.71675
3,794.44937
3,802.32104
3,814.83146
3,825.4327
3,830.72158
3,831.89027
3,830.49531
3,827.70917
3,823.31353
3,816.77537
3,807.81008
3,798.134
3,790.42925
3,787.19949
3,788.38409
3,792.04548
3,796.25759
3,800.77262
3,807.29862
3,817.64868
3,832.16536
3,847.71712
3,860.67087
3,867.77322
3,869.34711
3,867.67881
3,865.06036
3,862.25057
3,857.13993
3,847.30415
3,831.43957
3,814.66969
3,804.40515
3,807.24512
3,820.30067
3,834.55083
3,840.954
3,836.58098
3,828.73339
3,825.6877
3,833.03015
3,845.6489
3,855.77319
3,856.02055
3,845.50785
3,828.73311
3,810.35554
3,794.96882
3,787.05806
3,791.09091
3,808.33466
3,831.8382
3,853.3496
3,865.44202
3,868.67099
3,868.06815
3,868.6875
3,872.17138
3,873.46474
3,866.73293
3,847.44206
3,820.95383
3,797.17803
3,785.35585
3,785.39581
3,790.51514
3,793.96192
3,794.05532
3,794.8165
3,800.54137
3,812.42495
3,825.83018
3,835.47578
3,837.08305
3,831.50765
3,821.21343
3,808.23533
3,794.29385
3,781.12018
3,770.9201
3,766.41171
3,770.27453
3,782.70485
3,800.6765
3,820.94805
3,840.13242
3,854.44241
3,860.02272
3,853.52969
3,837.10159
3,816.20391
3,796.29425
3,781.36847
3,773.83641
3,775.95291
3,786.508
3,799.45929
3,808.41154
3,809.94472
3,808.45203
3,809.59377
3,817.54282
3,828.48393
3,835.93186
3,833.78647
3,822.8622
3,809.93749
3,801.92096
3,802.02925
3,807.88419
3,816.64113
3,825.88708
3,834.57692
3,841.93577
3,847.23554
3,850.22575
3,850.93525
3,849.39028
3,845.15007
3,836.98805
3,823.6023
3,804.68198
3,783.78896
3,765.43084
3,753.4492
3,748.58234
3,750.66547
3,759.1253
3,771.46327
3,784.61393
3,795.63079
3,802.45582
3,803.43272
3,797.0863
3,784.73294
3,769.89612
3,756.1447
3,746.75824
3,744.7537
3,752.88269
3,769.16959
3,787.47737
3,801.59828
3,808.90518
3,811.9492
3,813.68479
3,815.49951
3,814.19913
3,805.75632
3,787.7444
3,766.69951
3,752.2756
3,752.23588
3,763.54643
3,779.35282
3,793.24537
3,802.72366
3,807.30017
3,806.49981
3,799.76003
3,786.4351
3,766.00696
3,742.54703
3,725.81368
3,725.35859
3,739.26166
3,754.86634
3,759.59965
3,752.96427
3,746.91342
3,753.50994
3,773.99382
3,798.67134
3,817.39301
3,823.79859
3,819.0876
3,805.35679
3,785.5417
3,765.76087
3,752.88768
3,751.64576
3,758.30949
3,767.07773
3,773.25203
3,777.48785
3,782.06335
3,788.67318
3,794.73445
3,795.76174
3,787.72019
3,772.7631
3,757.48053
3,748.16418
3,745.53629
3,746.20043
3,747.00025
3,749.28329
3,757.60957
3,776.12267
3,800.83727
3,821.03779
3,825.87622
4,811.83899
4,789.06036
4,769.148
4,759.55295
4,757.85201
4,760.18901
4,763.45709
4,766.53937
4,768.64578
4,769.57047
4,771.03521
4,775.15875
4,783.53095
4,795.37657
4,809.25964
4,823.78827
4,838.01216
4,851.23531
4,862.75767
4,871.16827
4,873.74724
4,867.63388
4,850.72296
4,826.34089
4,800.19054
4,777.58749
4,758.79989
4,740.62385
4,720.44297
4,702.3382
4,694.30844
4,702.09445
4,719.89693
4,738.31647
4,750.18687
4,758.10114
4,767.316
4,782.00169
4,800.38818
4,818.6856
4,833.2434
4,842.55656
4,846.79048
4,846.154
4,840.73552
4,830.36135
4,814.82337
4,794.91973
4,776.08233
4,765.07597
4,767.07115
4,778.46927
4,792.67299
4,803.62331
4,810.67406
4,816.2958
4,822.91761
4,830.37942
4,835.40989
4,834.55414
4,825.81236
4,811.63908
4,795.33825
4,779.83546
4,766.09563
4,754.45051
4,744.93868
4,736.01664
4,725.60907
4,713.41078
4,706.24029
4,712.69178
4,735.05289
4,759.68588
4,770.48011
4,757.90709
4,733.53704
4,713.12583
4,706.14629
4,708.40094
4,713.96034
4,720.10935
4,728.75727
4,742.10393
4,759.95787
4,779.16447
4,796.39635
4,809.7449
4,820.07173
4,828.55881
4,835.90634
4,840.44746
4,839.78951
4,831.83536
4,819.24324
4,808.50898
4,806.11856
4,812.57387
4,819.72261
4,818.73757
4,803.91274
4,779.31887
4,750.93577
4,724.35312
4,703.89546
4,693.58678
4,693.67428
4,697.81119
4,699.23613
4,697.12707
4,696.72365
4,703.09754
4,716.78323
4,735.64697
4,757.08911
4,774.57578
4,779.47014
4,764.13416
4,734.45359
4,705.91066
4,692.172
4,693.00035
4,702.30553
4,714.90065
4,729.14499
4,744.24878
4,759.40306
4,773.73065
4,786.33917
4,796.55927
4,804.97045
4,812.58662
4,820.14552
4,824.65771
4,820.46141
4,802.03154
4,772.25201
4,745.43639
4,736.31091
4,746.6031
4,762.57983
4,769.80889
4,764.13372
4,756.33559
4,758.22022
4,772.54777
4,788.0822
4,792.40402
4,779.54576
4,759.56248
4,744.93468
4,742.39732
4,744.96092
4,743.65036
4,733.952
4,721.38298
4,712.77791
4,711.96817
4,718.18648
4,730.27645
4,747.0817
4,767.44274
4,789.70786
4,811.19997
4,829.1139
4,840.63777
4,842.92375
4,833.11201
4,808.92857
4,776.81152
4,749.38984
4,732.20328
4,725.22622
4,728.13678
4,739.02584
4,755.05078
4,773.32508
4,790.5758
4,803.27368
4,807.96283
4,803.77429
4,792.96359
4,777.95794
4,759.99456
4,738.27639
4,711.89169
4,683.13229
4,658.40474
4,643.4915
4,637.28394
4,635.48572
4,635.61042
4,638.77879
4,646.4566
4,659.43851
4,678.17553
4,702.93947
4,733.38165
4,769.0171
4,808.10853
4,843.28617
4,865.59737
4,866.50458
4,847.75844
4,821.82585
4,801.62583
4,794.81458
4,799.15013
4,811.29709
4,827.86182
4,845.22958
4,859.73319
4,867.86766
4,868.97816
4,864.84329
4,857.31893
4,847.69461
4,835.70389
4,820.81552
4,802.90729
4,784.40986
4,768.73702
4,758.89024
4,754.69883
4,754.52615
4,756.80267
4,760.57092
4,765.17207
4,770.11894
4,776.65678
4,787.04425
4,803.34232
4,823.34019
4,840.84952
4,849.5349
4,845.96109
4,834.57048
4,821.13031
4,810.7117
4,804.04093
5,800.17119
5,798.25562
5,798.69703
5,802.72721
5,811.52345
5,823.96213
5,836.14051
5,843.98997
5,844.49937
5,838.27016
5,826.67462
5,811.32175
5,795.81526
5,784.75867
5,782.38868
5,787.93528
5,797.05734
5,805.4314
5,812.01366
5,819.80342
5,832.04779
5,849.70489
5,866.8846
5,876.42162
5,871.73409
5,855.26083
5,836.53616
5,825.22773
5,825.82488
5,833.63133
5,843.00766
5,849.21721
5,852.28561
5,853.80314
5,855.29702
5,856.75298
5,856.57544
5,853.09707
5,845.1755
5,833.34128
5,818.45756
5,801.67059
5,786.12467
5,775.82398
5,774.29849
5,780.42715
5,790.46692
5,800.7332
5,809.26424
5,815.67012
5,819.6251
5,821.52961
5,823.15714
5,826.43385
5,832.27319
5,836.92532
5,835.29896
5,822.8793
5,802.97895
5,784.5516
5,776.33517
5,779.58691
5,788.27168
5,796.11014
