Interval_ID,MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR,pNN50,pNN25,SD1,SD2
1,0.8766548960084034,0.90245252,0.28708442837995185,0.026655929904773536,0.020031858314762306,10.770002374913991,68.44198358235697,0.07983193277310924,0.18907563025210083,0.018830878336534684,0.40519471948962454
2,1.2175246647083333,1.1774985,0.20028404824844437,0.018724287389833495,0.014616604629836641,10.696484415059247,49.280315823723726,0.05,0.0875,0.013179986910109593,0.2830870586127938
3,1.4732287054166666,1.47811845,0.09126314552329327,0.016194081247025097,0.011631838442095099,5.635586491827599,40.72687409592014,0.016666666666666666,0.125,0.011497217424907388,0.12856838446828828
4,1.3102405300833333,1.3373384499999998,0.16193547725355203,0.021966754569918666,0.014679600003276672,7.371843516443112,45.79311860867554,0.029166666666666667,0.2375,0.015395683084520202,0.2297571714536251
5,0.6895056927083334,0.78414486,0.20316284721595457,0.01667546851011588,0.012102278160467318,12.183336683626575,87.01886095287178,0.025,0.09166666666666666,0.011730537335219912,0.28712417282526037
6,1.031116457875,1.1135220000000001,0.2880363632692671,0.019510793279822358,0.016477026742876374,14.762924251119411,58.189353435064334,0.029166666666666667,0.075,0.013497098908832909,0.4068075364311199
7,1.5695620458333333,1.5534295,0.13868572924581912,0.013899737840907585,0.008553584035557183,9.977578774015468,38.22722405863477,0.0,0.09583333333333334,0.009845920963953567,0.1962137622315598
8,0.81510394525,0.7369920249999999,0.24327868975864633,0.020699396640510737,0.014686275914112663,11.752936280399895,73.61024363781902,0.029166666666666667,0.14166666666666666,0.014382448089734724,0.3382680403686594
9,0.8065950077916667,0.80708709,0.05598443460462999,0.014340274286474686,0.008529672632130527,3.9040002643068563,74.38677331300474,0.0,0.09166666666666666,0.010163357734292815,0.0786139614037698
10,0.76541618525,0.7671635,0.07858757211819892,0.01522243770510522,0.009494978969760717,5.162614138459745,78.3887264944663,0.0,0.09583333333333334,0.010783358962620799,0.11085279218682512
11,0.7712051732083334,0.77809027,0.06874301096696529,0.016446240404685945,0.010518443264381047,4.179861735900364,77.80030799118045,0.016666666666666666,0.1125,0.011644157622168437,0.09620579449713915
12,0.8194404782083333,0.813897975,0.0541263275368885,0.016149658999437818,0.009558819377806399,3.3515461557902047,73.22069338237608,0.0,0.12916666666666668,0.011465768985966728,0.0756505160892732
13,0.78650007925,0.78556032,0.0653932618921815,0.01588669805276257,0.009681338409388611,4.116227404524135,76.28734132769002,0.008333333333333333,0.08333333333333333,0.011225866345059505,0.09184951396101804
14,0.848234050625,0.85579345,0.05979613881538581,0.013215794011209528,0.007530610923941903,4.524596763892296,70.73519384866772,0.0,0.04583333333333333,0.009377577314733473,0.08368498762900674
15,0.8089685379166667,0.81048386,0.051715370310611804,0.014057510824748735,0.008472940715040844,3.6788426454251844,74.1685210088859,0.0,0.07916666666666666,0.009949670899958525,0.07243698350177255
16,0.7889217072916667,0.79455911,0.04554728169617154,0.010886646169920265,0.0068573717714509475,4.183775332206386,76.05317415587074,0.0,0.025,0.007707705683931132,0.06426601525345874
17,0.6068366277083332,0.566068215,0.11551379293013277,0.017336693154951257,0.012171186713250579,6.66296576271483,98.87339896832675,0.025,0.09583333333333334,0.012271828510276805,0.16294449948408538
18,0.5525043779166666,0.51799664,0.1315943464421815,0.02202894734544203,0.016805599274397783,5.973701075163242,108.59642456815013,0.04583333333333333,0.1625,0.015571094077771113,0.18675316273161427
19,1.2844593607916666,1.2345822499999999,0.30528258651759094,0.014710176381395877,0.008281193783302571,20.753156087488197,46.71226029527276,0.0,0.1125,0.010193883283128464,0.43141170162698295
20,0.8694532632083334,0.76769452,0.26939615909525433,0.018620325582086796,0.013972400443650319,14.467854383514108,69.00888470830104,0.0375,0.12916666666666668,0.01311686787740517,0.3776791978697613
21,0.7440181646666667,0.7410487350000001,0.04205513034073228,0.012434417224703963,0.007450686478403936,3.3821553178366606,80.64319239689674,0.0,0.0375,0.00862730363167358,0.05865419453225066
22,0.7523733174166666,0.759650275,0.046367985972033975,0.012087067728056608,0.007422609266845282,3.8361649835389104,79.74764470119004,0.0,0.05,0.008539232112192313,0.06531488284374723
23,0.7747269055,0.782922855,0.052870421060994155,0.013058053284602444,0.007565807504673394,4.048874660615525,77.44664548764662,0.0,0.05416666666666667,0.009248983814490323,0.07410458815672077
24,0.6605946048333333,0.6955170500000001,0.1390281202438537,0.010452407749081946,0.006381874190758615,13.30106168658267,90.82726313687935,0.0,0.016666666666666666,0.0073007725083212,0.19722985582652372
25,0.8007122144166666,0.695504115,0.3990329699877988,0.03699796050293559,0.027498779547514986,10.785269365216433,74.93328928885029,0.15833333333333333,0.3458333333333333,0.0260749179592464,0.5636347548960092
26,1.3556915270833334,1.37213095,0.12495244916545864,0.016882043523999354,0.011308408785975806,7.401500238275504,44.25785571521968,0.0,0.16666666666666666,0.01195316697946108,0.17616082265493582
27,1.1909820076666666,1.2069659499999998,0.19054108937640774,0.01673492541017831,0.010410521569595656,11.385834397595772,50.378594818195495,0.008333333333333333,0.14166666666666666,0.011866088248617613,0.2690920810674433
28,1.4206035945833333,1.423534,0.07703501856889887,0.011104041298055254,0.007966669508504777,6.93756592767632,42.23556819705088,0.0,0.058333333333333334,0.007863526685929894,0.10892661359060818
29,1.4516729625416667,1.5026060499999998,0.23257717017724958,0.013644894136915359,0.009473066810643513,17.044996307302043,41.331623270677156,0.0,0.1,0.009397848018425407,0.331299297939635
30,0.6867869116666667,0.73723575,0.12136077488789722,0.018214867961179954,0.013719193915866732,6.662731519467765,87.36334222560302,0.0375,0.09166666666666666,0.01290562969134154,0.1710587910756507
31,0.785674319875,0.78420602,0.04320022843927107,0.007836157927375293,0.005231567675362803,5.512934889731212,76.367520844446,0.0,0.0,0.0056100679069269995,0.06092270826113415
32,0.7477955195833333,0.754777185,0.044640126516161165,0.010872821149850359,0.006974311868982539,4.105661805793204,80.23583777746033,0.0,0.0375,0.00766231093620915,0.06267514752838836
33,0.7919245088333333,0.78630873,0.05443816652742433,0.012493220448554257,0.007792268096532652,4.357416628610282,75.76479744059476,0.0,0.0625,0.008856764851815534,0.07647911426161515
34,0.839291884125,0.8329952600000001,0.06668954679918512,0.016763119155617665,0.011642443166530994,3.978349505249212,71.48883616639846,0.008333333333333333,0.15,0.011873915524899942,0.09356255354253913
35,0.77121675675,0.7748184899999999,0.06934177221197921,0.01458041219208214,0.008529406341563347,4.755817002871503,77.79913944407433,0.0,0.09583333333333334,0.010325588419232234,0.0973957290146315
36,0.8230895167500001,0.834717625,0.06891683839015107,0.013601681857477422,0.007559487120190615,5.066787998152196,72.89608089884592,0.0,0.05416666666666667,0.009637871937113119,0.09696868913128139
37,0.7986614854583334,0.798439205,0.043941560338905526,0.012028589534486872,0.006844647860695794,3.6530933417356843,75.1256960457626,0.0,0.020833333333333332,0.008517901410127964,0.06155412282709544
38,0.7514450069999999,0.748729095,0.03480437437856871,0.011471538504970845,0.006608631292757395,3.0339761631351614,79.84616231537487,0.0,0.03333333333333333,0.008128410001367391,0.048562034653930275
39,0.7638062444166667,0.7537892049999999,0.05966164160110385,0.016002578037464698,0.009823123657658705,3.728251876755484,78.55395322909823,0.0,0.1125,0.011351405013459746,0.08356276742566937
40,0.814094362375,0.815821245,0.039062156008238196,0.011927542006036925,0.007315440364310909,3.27495438611472,73.70152991228052,0.0,0.04583333333333333,0.008440672310849643,0.05450160479633022
41,0.8034955897083333,0.8015769699999999,0.032523647913237884,0.012824731918425933,0.007588800845487129,2.5360099626339583,74.67371416659527,0.0,0.03333333333333333,0.009349182780050513,0.045446171229134885
42,0.7881110283333332,0.785242665,0.039395656119594114,0.012853507183784415,0.00810776607855233,3.064973283657121,76.13140514844169,0.0,0.0625,0.008839336746116184,0.05481922167290406
43,0.7702295361249999,0.76447139,0.043093392865626995,0.01092960201735448,0.006171531511735898,3.9428144590444827,77.89885636151799,0.0,0.008333333333333333,0.007734017994759978,0.06041720331706407
44,0.7378894624166666,0.75197726,0.06099525150743889,0.011673353333361131,0.007114720700879293,5.225169646250775,81.31299206183756,0.0,0.04583333333333333,0.008271387528608133,0.08582318247575889
45,0.7870275412916666,0.7933599849999999,0.06395465395970679,0.019348259663801406,0.014504239059601918,3.3054473668946738,76.23621392146993,0.025,0.0875,0.013716601858825858,0.08936660055291676
46,0.7793084636250001,0.78039804,0.044694812559380716,0.010975325675258078,0.006996968676681455,4.072299436192334,76.99133629436847,0.0,0.025,0.0078091841911589206,0.06275631368397849
47,0.8049314310416666,0.80451853,0.038212153518177784,0.01084694054319485,0.00645512164837073,3.522850832085672,74.5405107641947,0.0,0.020833333333333332,0.007637713222137812,0.05354553585961129
48,0.7743625589583334,0.77502837,0.034200932552452254,0.010084341160205778,0.006366012878243136,3.3914890431725895,77.48308503023641,0.0,0.020833333333333332,0.00714795338946311,0.04794881406529935
49,0.7245649240416667,0.72002121,0.041591802246340404,0.010239428779164903,0.0071627424051147505,4.06192602569501,82.80831435410424,0.004166666666666667,0.025,0.007313293621398188,0.058377357423084704
50,0.7315435910416667,0.734379915,0.05077312869335488,0.012332517756438682,0.007812934547306596,4.117012413531434,82.01835233709616,0.0,0.05416666666666667,0.00873434470122768,0.07127174445050355
51,0.8104594807083333,0.81170652,0.026558646049950656,0.010856574069298979,0.0061271604881377615,2.446319242186645,74.03207862725057,0.0,0.0125,0.0076391582164416685,0.03642473644824408
52,0.7717316523333333,0.7894483400000001,0.07037530631582281,0.012159269977265475,0.00713669274233355,5.787790422237969,77.74723223880969,0.0,0.03333333333333333,0.008609166996969416,0.0994018040420364
53,0.735984584375,0.736428115,0.04631924363644361,0.009949402673274873,0.0057100910665141445,4.655479847133125,81.52344665065526,0.0,0.004166666666666667,0.007036359044448909,0.06508213577430379
54,0.7710904116666666,0.766945955,0.05604903883602575,0.014088110624958742,0.00980477717886255,3.978463849987684,77.8118870267282,0.004166666666666667,0.09166666666666666,0.00997626636847468,0.07872966268843268
55,0.7562357149166666,0.74864902,0.044641324500836674,0.010150692177331675,0.006300731342861696,4.3978601381025815,79.3403416639899,0.0,0.008333333333333333,0.007215505662062079,0.0627151715519763
56,0.7638678131666666,0.76592255,0.03277684885526918,0.008972897203515243,0.0049058038566512216,3.6528724348283457,78.5476216771929,0.0,0.0,0.006318148470524858,0.04594840297916957
57,0.713558026125,0.71587968,0.06224772784054674,0.011398751469962401,0.007765346000745654,5.460925085048114,84.08566339843719,0.0,0.05416666666666667,0.008072017596286427,0.08790360882680015
58,0.7810903396666667,0.77016698,0.07441557482273051,0.01166941011996254,0.00704484240806787,6.376978275485393,76.81569845762684,0.0,0.041666666666666664,0.008269817012593987,0.10511800329399945
59,0.8130528081666667,0.8105718900000001,0.05837310459889907,0.012393354142381567,0.007441595322500261,4.710032806960668,73.79594461433885,0.0,0.03333333333333333,0.00878706870907986,0.08203385563052719
60,0.8374039009166666,0.858410235,0.061758624939723596,0.010100981758167453,0.005954303064626914,6.11412102489808,71.65001253794117,0.0,0.0125,0.007151689376061079,0.08702855026065782
61,0.8102746595833333,0.824714875,0.06182339030643193,0.010057735916956119,0.005535215441680412,6.146849630661431,74.04896511369829,0.0,0.004166666666666667,0.007122168026881252,0.08753273091111094
62,0.78684679975,0.7854541749999999,0.0687406097065223,0.01467356538697915,0.008752985233657508,4.684656243636636,76.25372565417236,0.0,0.10416666666666667,0.010376898081318616,0.09645399991688092
63,0.9139971779583332,0.910458845,0.036901283682856216,0.015036942203087064,0.008120785855882339,2.454041731654753,65.64571690913388,0.0,0.06666666666666667,0.010641584958017073,0.050996012580333434
64,0.8658429100833334,0.88453121,0.06865465824265203,0.011624393802762254,0.007038352889922251,5.906085031835202,69.29663487597915,0.0,0.0375,0.008242197002676687,0.09660341243266958
65,0.8283927515416667,0.83168942,0.043085807207701415,0.01275226546645131,0.007168290173657589,3.378678660748685,72.42941212165123,0.0,0.0375,0.009030416343926028,0.060176774833045094
66,0.7651644267083333,0.758356575,0.06913623123603427,0.016659267188452093,0.010738760136648328,4.150016351497038,78.41451837759168,0.0,0.10416666666666667,0.011827888905996554,0.0967721999102707
67,0.7606257548750001,0.748808025,0.06579249041000851,0.016506782313572554,0.010896997224786651,3.9857853069226716,78.882419659666,0.008333333333333333,0.1125,0.011670837670588585,0.092225481495326
68,0.776244064875,0.77708976,0.040808429767288115,0.011532757780421187,0.0069726016087477355,3.538479741295473,77.29527698181101,0.0,0.041666666666666664,0.008149117853733207,0.05715208492223928
69,0.7633449979583333,0.7580747299999999,0.03191249189639487,0.00888584435426163,0.00564223277808989,3.5913854242888816,78.60141896583838,0.0,0.004166666666666667,0.006296917098041739,0.044706231763854985
70,0.7715397582916667,0.76691687,0.05114163639054965,0.01154525091555963,0.007986012708590463,4.429668680619635,77.76656919515233,0.0,0.05,0.008190546731866631,0.0719484095010317
71,0.725609637375,0.7284952549999999,0.043743237472117086,0.01105042037437726,0.007840055484057824,3.958513431176342,82.68908915964631,0.004166666666666667,0.0375,0.007831480768108991,0.06102911707943121
72,0.7689216221249999,0.768258385,0.05514770719889892,0.01095165217684435,0.006744254274389053,5.035560507984412,78.0313601198824,0.0,0.03333333333333333,0.007730846287063097,0.07761193753813445
73,0.83588780125,0.8439178199999999,0.04914285694967081,0.013110965481053304,0.008215526087922689,3.7482256375922356,71.77996844824753,0.0,0.05416666666666667,0.009294012329103249,0.06892531713902723
74,0.8726972902916666,0.880725105,0.050489324842903006,0.017754286965759966,0.0101240247737382,2.843782177243964,68.75236197874206,0.004166666666666667,0.1625,0.012682266335440373,0.07032342816133247
75,0.8437824534999999,0.8527073199999999,0.05282849309125625,0.01349154209915603,0.007546144454719801,3.9156749245559532,71.10837604067339,0.0,0.0375,0.009455079823998801,0.07412299039544905
76,0.8241847508333334,0.8139891100000001,0.04379437203370827,0.010750718527591019,0.005905180098415104,4.073622792868483,72.79921151093124,0.0,0.008333333333333333,0.007568801341145048,0.0614097567014172
77,0.82728385625,0.828960455,0.04292067499283936,0.01134339679833836,0.007322430877082858,3.783758582713655,72.52649685680362,0.0,0.0375,0.008051381104942973,0.060176443062346416
78,0.7906134851666666,0.79747939,0.04628397823610977,0.011166732187107101,0.007466742802202349,4.144809552211557,75.89043334791032,0.0,0.029166666666666667,0.00791389291897367,0.06504422873101824
79,0.770236147625,0.774186695,0.05204540554539757,0.012261110585128797,0.008266512246750068,4.244754599026468,77.89818769867942,0.0,0.058333333333333334,0.008675445675769666,0.07312962891770568
80,0.7818287798333333,0.78126297,0.04206605595071654,0.01224776414081114,0.008034985263218785,3.434590629529432,76.74314574706565,0.0,0.04583333333333333,0.00867370237098251,0.058799665523756976
81,0.733076781,0.73255599,0.040918519827034434,0.013000033618805472,0.008128198259648675,3.147570308421579,81.84681544292425,0.0,0.058333333333333334,0.009208742924903427,0.05720510963823505
82,0.7898084692916666,0.7958903500000001,0.04943995199780378,0.01097409825310228,0.0065890253509904625,4.5051493851740885,75.96778501730998,0.0,0.016666666666666666,0.007776005043114699,0.06948407111064242
83,0.8291818468750001,0.832937665,0.034669862169854196,0.009770328443751372,0.006038711010647129,3.5484848200806756,72.3604842847519,0.0,0.0125,0.0069270351448977585,0.04857099891315339
84,0.797766075,0.792993155,0.02984709408267954,0.010268386707943913,0.005897415144081759,2.9066975106799386,75.21001692131368,0.0,0.0,0.007291504218380089,0.04156863663721849
85,0.8028169363333333,0.80358237,0.02779567394820505,0.009233176894228924,0.0052237101052296595,3.0104128044571925,74.73683885399214,0.0,0.008333333333333333,0.006524048783637737,0.038777120089821954
86,0.7825901246250001,0.78193694,0.04738715271282663,0.012731497655485422,0.00827796773348714,3.722040720983809,76.66848598268561,0.0125,0.020833333333333332,0.009024519149689846,0.06638310108448177
87,0.7622486217500001,0.755464335,0.046729853862466336,0.011716797646597917,0.008186017545753429,3.9882786467712696,78.71447489435883,0.004166666666666667,0.04583333333333333,0.00829221777191483,0.06556510988022435
88,0.7411574322500001,0.762386435,0.07129161203698539,0.011061165270138265,0.007036065740706019,6.4452171444766995,80.9544604010142,0.0,0.03333333333333333,0.007849935630650817,0.10051789952454854
89,0.7959717799583333,0.791701055,0.05108084073782237,0.011360761280166703,0.007145295047510919,4.49625156960193,75.3795568018012,0.0,0.03333333333333333,0.00803322383815099,0.07185491567389567
90,0.8272568314166667,0.83336126,0.03442997686203216,0.01071190836201882,0.006102470181223919,3.2141776888337117,72.52886615303106,0.0,0.0125,0.007615521670079756,0.048134360919555086
91,0.758875869,0.7670141399999999,0.04123635931611251,0.011247197063230486,0.00695702019339455,3.66636763669084,79.06431400838231,0.0,0.025,0.007932928878071666,0.057791226610342354
92,0.78328877025,0.7733683849999999,0.046725134992205236,0.009152081831678677,0.005875980181782797,5.105410534078988,76.60010238733535,0.0,0.008333333333333333,0.006508234956901215,0.0657784673635196
93,0.8218951699166667,0.8256447499999999,0.029236469580682795,0.01001275805938354,0.00571821138759076,2.919921704617999,73.00201071394969,0.0,0.004166666666666667,0.007110517332014323,0.04052164696137044
94,0.8008555239583333,0.80107114,0.03966843597177315,0.010298305329962712,0.006376924307887528,3.8519382268030675,74.91988030929991,0.0,0.016666666666666666,0.007259835761174402,0.055623425084398215
95,0.757523405,0.76037802,0.035733991595250154,0.008150734398057918,0.004688073400191389,4.384143790007992,79.20547352593019,0.0,0.0,0.005764751161482296,0.05002774176895627
96,0.7322759096666667,0.7310541349999999,0.045344630035943655,0.011766487429792206,0.0075560349240651374,3.853709979847778,81.93632920044045,0.0,0.03333333333333333,0.008352871798379258,0.06358132399935336
97,0.7573728908510639,0.74881757,0.030195297030969914,0.011450497402226029,0.006477631580805858,2.6370292896708407,79.2212141796859,0.0,0.02127659574468085,0.008022928529963164,0.04063863108170865
