Interval_ID,MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR
1,612.2448979591836,602.0,63.28894884099238,57.16525150282681,57.14233328791354,1.1071227218839885,98.00000000000001
2,623.639175257732,618.0,60.079875623955004,51.85918433604601,51.85516270638398,1.1585194868210644,96.20947878266907
3,623.1443298969073,625.0,56.263003480381634,62.44956298219121,62.44824158936876,0.9009351033637529,96.28587972537017
4,685.8068181818181,687.0,68.1085126762209,63.09534839039838,63.08881391347741,1.0794537856389015,87.48819406472138
5,701.5,695.5,66.81138845965542,51.65519164159022,51.61554177037315,1.293410910624948,85.53100498930863
6,682.3409090909091,699.0,73.49364325690729,43.626813435944555,43.62647274372133,1.6845980136691616,87.93258501815275
7,653.6195652173913,656.0,53.79648493271016,50.71456430816529,50.70596171849865,1.0607699320025246,91.7965177190561
8,650.8817204301075,648.0,51.80211509410514,49.941922792118376,49.941922792118376,1.0372471102029803,92.18264719487213
9,648.1827956989247,640.0,68.57786505119394,34.22622945357399,34.22257708894372,2.0036640362098916,92.5664803171812
10,672.6555555555556,680.0,60.75710495463997,35.585314481420184,35.56685446058133,1.7073645642885211,89.19869835973505
11,671.1777777777778,676.0,58.0571706314422,42.14034870244959,42.134402994076154,1.3777097821705346,89.39509320266198
12,681.9090909090909,691.5,64.60116034062679,41.66464362904875,41.648466893233234,1.5505031296028322,87.98826823090255
13,663.7142857142857,664.0,49.21432957461482,28.108124566869748,28.103477224335883,1.7508933923191148,90.40034438226432
14,676.0898876404494,672.0,72.13262448932322,43.73006039120209,43.70432680888909,1.6494974816873418,88.745595958253
15,726.843373493976,734.0,59.5716601837927,43.84799130477261,43.83068831935546,1.3585949643560673,82.54873358970958
16,663.032967032967,664.0,63.808513426518644,50.33907252048077,50.33435858656578,1.2675742764342302,90.49323786793954
17,702.8604651162791,703.0,50.54773539212255,36.172462714384395,36.120969381589745,1.3974092886968865,85.36545015385633
18,706.3411764705883,719.0,61.51509674890938,40.13311184877976,40.129375525235275,1.5327766503802702,84.94478588917204
19,678.0224719101124,680.0,50.98930875558921,59.12765465883579,59.12524242956955,0.8623597375846461,88.49264218480711
20,681.9662921348314,687.0,63.98796400837528,60.39425394100758,60.37051469402499,1.0595041718849278,87.98088804679134
21,648.516129032258,641.0,53.30287024554548,37.82353189771404,37.82318048553807,1.4092515312872453,92.51890171110227
22,725.722891566265,727.0,54.95941838072232,39.269705322265416,39.26927926347382,1.399537326030329,82.67618494230929
23,715.2142857142857,719.0,55.934075019609644,56.68173671570441,56.66390459456419,0.986809477983274,83.8909417756916
24,613.6734693877551,594.0,73.60537018870572,39.58782484917124,39.57385660350343,1.8592931152226877,97.77186564682408
25,673.7,664.0,65.69330255056447,68.12645215440232,68.10152679844082,0.964284803818591,89.06041264657858
26,704.5813953488372,707.0,59.22002040406313,58.79195623252435,58.73598897936497,1.007280998949002,85.15694623230023
27,702.4883720930233,703.0,91.56758136925444,63.01680448149385,63.01437854263252,1.4530660848749495,85.41066640182738
28,721.6309523809524,734.0,79.80881616205197,58.84091273976121,58.8381879048781,1.356349051127514,83.14499232888463
29,700.0348837209302,699.5,55.6215299778737,55.308652657821355,55.306749495810976,1.0056569325958458,85.71001445110709
30,706.3411764705883,719.0,87.58734167758107,52.370929777065115,52.37058338929544,1.672441983566584,84.94478588917204
31,642.3723404255319,636.5,67.52887231880943,39.939335718491975,39.9385700106321,1.6907860660172036,93.40377258499909
32,753.225,742.5,75.26751872487893,56.150678839861015,56.14501561493145,1.3404560778247794,79.6574728666733
33,720.1309523809524,727.0,66.17307389427198,47.3440369141173,47.34256365655819,1.397706621729592,83.31817956390206
34,713.1411764705882,727.0,68.69594609859176,38.473088924968984,38.45429561796605,1.7855583738691745,84.13481366613327
35,725.433734939759,757.0,84.76973669620662,44.87910589953262,44.85320925781965,1.8888463795596568,82.70913952600024
36,610.7979797979798,602.0,55.79217927851588,53.33710658421124,53.334153840176036,1.046029356512402,98.23215201177463
37,623.1443298969073,625.0,44.443869311709605,61.23026893076114,61.22592710041683,0.725848017456309,96.28587972537017
38,646.3617021276596,641.0,51.807920831978464,60.05767836990368,60.03178331113711,0.862636089808304,92.82728200401594
39,743.3456790123457,757.0,54.21428914959351,51.408292132690036,51.40493501357628,1.0545825760883265,80.7161482121207
40,627.1979166666666,613.5,76.7428905219221,39.24390666748553,39.17675833133467,1.9555364651171523,95.66358306621714
41,555.9166666666666,546.0,59.93207961239679,29.80638456350692,29.806265883098547,2.010712821768189,107.92984560035977
42,658.4565217391304,641.0,97.346915835502,47.73864285856922,47.66389998132527,2.0391638724188814,91.12218957377266
43,624.1958762886597,602.0,69.74380793935475,28.916006236454347,28.916004360210664,2.411944698345959,96.12367251886964
44,724.3975903614457,719.0,58.262583781466795,43.49320103861483,43.49145026648312,1.3395791155895649,82.82744282744284
45,709.0,711.0,62.10787579119187,40.731262124880374,40.72741886484203,1.5248208022813454,84.6262341325811
46,681.9886363636364,687.0,69.48536378230078,31.3256899457093,31.32366334453406,2.2181590861279092,87.97800549862534
47,692.8965517241379,688.0,77.51025656754638,37.80580735505382,37.720729503666874,2.0502209049421327,86.59301283965362
48,690.25,679.0,67.96427035917141,40.66318055530781,40.6405541785837,1.671395828634953,86.92502716407098
49,726.1807228915662,735.0,54.8591064100021,38.32658123637292,38.31222897139623,1.4313592457325515,82.62406052461301
50,639.468085106383,625.0,59.0743675068399,32.99494910841153,32.99450057008164,1.7904063834964314,93.8279820329396
51,614.469387755102,602.0,56.26780064496101,30.64899386182633,30.647995150735156,1.8358775788409547,97.64522235876316
52,719.4047619047619,714.5,57.186228580218724,44.61792281297481,44.61544855073267,1.2816873797537942,83.40228363395664
53,606.5353535353536,593.0,61.37586027808501,27.247167986146856,27.20969215075348,2.2525592498013016,98.9225106999517
