Interval_ID,MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR
1,717.0714285714286,695.0,99.21534848071471,112.35233950733328,112.3483077565927,0.8830732756947965,83.67367267656141
2,732.4634146341464,742.0,74.79210130494107,85.16447413282717,85.15785569832126,0.8782077511368322,81.91535413406146
3,694.7701149425287,695.0,60.36835228377575,56.18749757482469,56.18483967015918,1.074408985795878,86.35950037223922
4,676.370786516854,672.0,103.40521165907352,84.20794067501754,84.19457982986359,1.227974592777939,88.70873963818795
5,717.7142857142857,727.0,77.69147949675407,57.55479317022579,57.54364945320788,1.3498698408483791,83.5987261146497
6,725.722891566265,727.0,55.829843307025655,64.11413222698653,64.11387126819474,0.8707884107261784,82.67618494230929
7,607.2323232323232,570.0,146.2096065797961,126.60604976356656,126.5987756654858,1.1548390211434496,98.8089693259698
8,587.3883495145631,586.0,16.14391165993127,13.080819666108653,13.07999299845673,1.2341666708974546,102.14707194922399
9,620.4123711340206,617.0,33.53126025018076,13.972815869871518,13.966908901787587,2.3997496683887154,96.7098703888335
10,634.7789473684211,632.0,24.816454196600425,16.89831919124981,16.88190279321086,1.468575301231778,94.5210931281507
11,675.4831460674158,664.0,38.30425574371323,22.170568123282067,22.166138156772462,1.7277074511901491,88.82531022322765
12,665.0,672.0,48.1583925108674,19.090137069527117,19.082992880676517,2.522684480235654,90.22556390977444
13,680.6516853932584,672.0,26.511011544535712,17.18713842594884,17.17222179702676,1.5424913029448724,88.15081382680181
14,638.7127659574468,625.0,75.17732545496845,95.77707090858415,95.7770322787701,0.7849198638233839,93.93893968920203
15,640.3829787234042,641.0,53.06842359272196,55.54277630799526,55.53752927573349,0.9554514037693661,93.69393315170444
16,615.6632653061224,610.0,51.06697160922875,36.873145593770296,36.86248513157326,1.3849366737470994,97.45587138476839
17,638.3829787234042,633.0,73.0089044966986,96.82386180613621,96.82259840808226,0.7540383448336252,93.987468337555
18,625.65625,625.0,22.558640309295388,14.056277863233248,14.056025610238434,1.6048800776983512,95.89930572898457
19,612.3979591836735,609.0,29.68980440540131,12.29784995038002,12.281228293292376,2.4142272450221154,97.97550612346913
20,618.8571428571429,617.0,37.8377308721205,14.010673398240533,14.002292450057793,2.7006361362239866,96.95290858725761
21,642.3617021276596,656.0,63.061410640710996,72.33970042835757,72.33949584609341,0.8717400026167452,93.40531946606605
22,656.3369565217391,664.0,75.93522370700498,54.069349038938,54.06820552719767,1.4044042522561218,91.41645827467995
23,671.7111111111111,664.0,75.44434953356819,103.61185130252754,103.61169533978999,0.7281440162022061,89.32411420253416
24,711.0235294117647,703.0,49.56183932175053,24.345968669909,24.343171410707065,2.035730842905738,84.38539305392392
25,637.5052631578948,640.0,33.16049446784231,13.660394686052209,13.654092656243343,2.4274916816056904,94.11687003616069
26,643.531914893617,633.0,45.819883755821685,19.759304328009165,19.759117081172793,2.3189016675486487,93.23546915294585
27,639.2127659574468,640.0,25.111611428175856,16.101158710725045,16.092884224091634,1.5596151730029786,93.86545950803848
28,652.0430107526881,641.0,32.93849399463025,13.814768405114743,13.814768405114743,2.38429577888799,92.0184696569921
29,677.3258426966293,672.0,28.23169598160422,15.0996688705415,15.098574176019415,1.869689741122898,88.58365681297899
