Interval_ID,MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR
1,669.2777777777778,679.0,31.299637121708244,12.246989999381228,12.244263128013742,2.5557003903236337,89.64887523864861
2,651.0430107526881,649.0,18.05720538190186,11.580061575266193,11.580056473934333,1.559335869203854,92.15980973458636
3,675.7303370786517,680.0,33.89201756966613,12.549900398011133,12.511791958649605,2.7005806018219256,88.79281676089126
4,667.0222222222222,664.0,28.99347734224134,16.929463711914615,16.9067636387116,1.7126045949013917,89.95202558635394
5,630.2083333333334,633.0,19.678624542606855,13.852987517423623,13.851831683832643,1.4205329007808623,95.20661157024793
6,633.3789473684211,633.0,11.855426425653024,12.065865339169783,12.063384171288812,0.9825591528165324,94.73001944458294
7,611.040404040404,610.0,15.206271428126037,12.111303541295122,12.110336317829717,1.2555437469037254,98.19317937612617
8,664.2307692307693,664.0,29.32391175316119,15.681907480348881,15.666276590888538,1.8699199564789686,90.3300521134916
9,709.1882352941177,696.0,39.5963438946955,16.166175741196124,16.161962812422054,2.4493327629609074,84.60377233290754
10,674.8651685393259,672.0,26.221267211656222,14.634175443430044,14.633045925502019,1.7917830295951631,88.90664801957944
11,700.9418604651163,703.0,19.150174357796807,12.358374155393818,12.358374155393818,1.549570689234935,85.59911083094175
12,666.3846153846154,672.0,26.558982351238342,11.620862465602304,11.609617128766272,2.2854570760004087,90.0380930393628
13,640.531914893617,633.0,28.423732265620053,14.88666864096217,14.875340480892415,1.9093413678470204,93.67214748380668
14,704.0348837209302,703.0,20.593771735376812,12.951039022592198,12.95077718740406,1.5901250625106134,85.2230498620906
15,695.3218390804598,695.0,37.19890440015413,12.555458370116199,12.550282856719479,2.962767531346596,86.2909758153836
16,701.3023255813954,696.0,17.374848011677123,10.443123265068348,10.439915416804611,1.6637597364952112,85.55511341026661
17,670.3111111111111,664.5,22.40765962514924,11.882855178407722,11.866775087014465,1.8857134323967937,89.51067497679352
18,738.3780487804878,742.0,25.212095550477372,15.621289682930302,15.60252559876779,1.6139573660187057,81.25918707780733
19,767.6075949367089,773.0,28.98817642930792,16.410596951594794,16.409314876836056,1.7664303446615832,78.16493791329299
20,721.2619047619048,719.0,19.232363007391278,11.811266828599951,11.810965722915384,1.6283065387043658,83.18753507410952
21,750.675,750.0,17.200853903222363,12.550656849016793,12.55024830730085,1.3705142376328983,79.92806474173244
22,750.1975308641976,743.0,19.109444212244878,12.14701609449827,12.143310915891101,1.5731801179468339,79.97893558898068
23,742.283950617284,735.0,24.985049637338676,14.566657131957214,14.566651768680407,1.7152219216119917,80.83160083160084
24,757.6125,758.0,17.966283526372393,12.33293419356419,12.332518439309974,1.4567728364064332,79.19615898628916
25,737.8048780487804,750.0,32.33228358112822,13.736047915819128,13.733112698606353,2.3538272274001555,81.32231404958678
26,789.8947368421053,789.0,18.420939849278806,13.236313686219438,13.235883885189619,1.391697136073254,75.9594882729211
27,755.6625,757.0,20.283579411681753,16.087183356772883,16.082396793411544,1.260853373884257,79.40052602848493
28,739.8048780487804,742.0,22.218119953169317,12.202509355370363,12.202203333586016,1.8207828657300764,81.1024660424634
29,760.4810126582279,758.0,12.928097904572796,12.466365003891728,12.464677245308733,1.037038294686296,78.89743333666233
30,734.1829268292682,734.0,21.3713553725088,13.45362404707371,13.445005599961288,1.5885203345753718,81.7235021510556
31,760.0886075949367,765.0,25.379244920697552,15.388973741627893,15.388631954315434,1.6491837173030914,78.93816510400187
32,760.9746835443038,765.0,24.017385413800685,14.477657410733412,14.449013716172852,1.6589275966700754,78.84624981286491
33,693.5172413793103,718.0,64.41511603652677,14.796291175768998,14.672889022113985,4.3534636667610025,86.51551312649164
34,690.2613636363636,695.0,34.96345310014374,17.976996795713777,17.84664787946902,1.944899556775802,86.92359613453402
35,792.2368421052631,789.0,35.45971339757595,18.994034151104746,18.97108911534133,1.866886892772777,75.73492775286498
36,747.8888888888889,750.0,27.701227855301973,15.850078864157112,15.848816990551692,1.7477028406429378,80.22582082900014
37,747.9753086419753,750.0,27.290832046561516,16.284578594486256,16.283192062676164,1.6758697124530955,80.21655167860563
38,728.2530120481928,734.0,27.343792217892467,16.623521390326243,16.623521390326243,1.6448856758956434,82.38894863098685
39,738.7560975609756,735.0,25.953786779304554,16.329175585700643,16.329175585700643,1.589411948147102,81.2176037505365
40,753.7125,750.0,27.489176847443066,13.91793306347942,13.905211651461606,1.9750904622162981,79.60595054480322
41,734.4634146341464,734.5,19.935992161470793,12.95004647496308,12.897943936179368,1.5394533293771542,81.69229236542357
42,720.1547619047619,726.0,32.54428998545823,14.825084570757783,14.801076098709153,2.195217830301708,83.31542492519796
43,690.0114942528736,742.0,89.86138677652038,17.80318759020679,17.647562215113165,5.047488620855262,86.9550732121737
44,621.2164948453608,617.0,33.2795800690087,13.702569710337789,13.698764232333351,2.4287108748588375,96.58468585084138
45,560.7476635514018,547.0,33.935919122524744,8.970076039306656,8.94061436712595,3.783236504776366,107.0
46,524.0434782608696,523.0,9.038460146216545,8.533730802146783,8.533730802146783,1.0591452151200726,114.49431676760972
47,557.2962962962963,554.5,29.433937095625613,11.222474113743585,11.203389677092867,2.622767207774566,107.66265700804146
48,630.6145833333334,633.0,26.528824650300454,16.795049395894207,16.790031338701265,1.5795621688844697,95.14527825038404
49,675.2921348314607,672.0,14.18751013240524,15.513557120965343,15.512620661686679,0.9145233437940512,88.85043510091346
50,675.0449438202247,672.0,30.550348979179482,16.199747472779265,16.198727120690027,1.8858534079320557,88.88297075517235
51,664.3956043956044,671.0,30.22257329749765,11.062951183517393,11.014586288695146,2.7318726076027553,90.3076414158121
52,661.9120879120879,656.0,26.26142801020403,12.782800945019837,12.780019127094016,2.0544345580563426,90.64647873294152
53,617.7448979591836,617.0,23.749247560364203,10.241919117845779,10.23045121200797,2.3188278766020436,97.12747154726706
54,561.5514018691589,555.0,27.841082279982295,10.668681020490824,10.662334934640487,2.60960865045166,106.84685284425656
55,530.1491228070175,531.0,11.369575017239551,8.64542438703031,8.642815142237861,1.3150973865778013,113.17570362526267
56,534.637168141593,532.0,7.901004693481626,9.193359404638608,9.193081915333988,0.8594251943957603,112.22564306286621
57,530.5701754385965,531.0,10.022754198502888,7.243550686553699,7.242334274824427,1.3836797217569363,113.08588906340415
58,535.9196428571429,539.0,11.271913889379737,9.336550282152995,9.335437517164372,1.2072889395697068,111.95708311813804
59,544.5585585585585,539.0,11.492798124610793,8.558355831902208,8.558119241905764,1.342874536925671,110.1809879892797
60,559.3888888888889,547.0,34.06661049498884,12.776658039338988,12.750760168741925,2.666316214310398,107.25990664415532
61,580.5288461538462,578.0,18.57156466357249,11.854702888833792,11.853808340553206,1.5665989133363656,103.35403726708074
62,620.2474226804123,618.0,41.172764225589475,12.099414586389432,12.099414586389432,3.4028724225967513,96.7355893890034
63,612.7244897959183,617.0,38.51100574530873,11.741634442506005,11.727935823946828,3.2798675460287425,97.92329342015422
64,619.680412371134,610.0,37.99906303558717,17.897858344878397,17.897082319628403,2.123106703795143,96.82410287976842
65,619.7628865979382,610.0,32.65274122019966,10.933987531240986,10.932871044278961,2.9863525202404944,96.81121812465692
66,625.1666666666666,617.0,29.182852651666682,10.822491200711308,10.821339336771176,2.6965004739157137,95.97440682484671
67,634.7052631578947,633.0,21.04475115667889,11.7450759261334,11.730492701981271,1.7917935387589305,94.53206627195384
68,664.4945054945055,664.0,32.808593629783275,18.83200585292083,18.815937557635536,1.7421720174696467,90.29420033405547
69,612.469387755102,610.0,15.958622569602733,11.047227575885366,11.033191790029118,1.4445816798812303,97.96407983739296
