Interval_ID,MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR
1,802.1866666666666,790.0,80.55452701259081,47.05502816570909,47.04915796437858,1.7119217680395347,74.79555880593047
2,752.7375,735.0,78.49120074091108,48.78615180145834,48.775901914725644,1.608882804701247,79.70906192397749
3,676.2696629213483,672.0,40.96388215805982,24.46774314368725,24.463729160156422,1.674199451804717,88.7220043862564
4,644.2765957446809,641.0,26.03001714687036,18.75593096160676,18.740821933742012,1.387828586069846,93.12770384069218
5,614.6428571428571,617.0,18.48841336003251,13.945032001604485,13.93923469168908,1.325806449056931,97.61766414875073
6,615.5918367346939,617.0,27.362956015981315,16.628754130046115,16.621990640587438,1.6455205123599619,97.46717941917518
7,602.26,601.0,20.32664261505082,13.409630189463908,13.405733947956735,1.5158242492788268,99.62474678710191
8,608.8282828282828,601.0,26.53682039064328,14.694855409639256,14.694855409639256,1.8058578768482574,98.54995520456582
9,590.2254901960785,586.0,20.11287114123743,11.276454045558124,11.274154433063728,1.7836166457983338,101.65606365131305
10,615.9897959183673,610.0,22.18911982783141,12.984526874104034,12.95960351249954,1.7088893606192728,97.40421090993424
11,647.763440860215,633.0,46.2665019324317,26.84273847236254,26.83787661092037,1.7236133332695542,92.6264068258026
12,750.0987654320987,743.0,56.17490431695503,40.31888515323806,40.29911405663901,1.393265317318516,79.98946640771587
13,773.9358974358975,750.0,90.42426208110608,38.86389838143617,38.86059780459479,2.326690472315005,77.52580052015173
14,775.8461538461538,781.0,57.42823323406866,31.565845425120447,31.559943313100643,1.8193155437670183,77.33491969066033
15,754.3,757.0,59.4925205382996,29.218946514941944,29.18202821446484,2.0360939607414115,79.54394803128729
16,717.3452380952381,703.0,59.212791018338315,32.91061278273226,32.76348689395603,1.7992005013472872,83.6417345702574
17,705.4883720930233,679.0,79.29569978458267,32.4688085616298,32.392583199966964,2.4422115654188437,85.04746835443038
18,722.4761904761905,695.5,73.24607517365467,44.53602846376517,44.50719171859274,1.644647663930074,83.04771948325863
19,827.9041095890411,844.0,54.16594602828123,34.659454377958376,34.63886661319786,1.5628043487819006,72.47216109336995
20,746.8148148148148,734.0,80.50628548593882,33.58999106876928,33.57547235334151,2.396734352239544,80.34120214243207
21,740.0,730.5,54.411037259087024,35.06185011281255,35.06171100677712,1.5518587035201477,81.08108108108108
22,783.1818181818181,781.0,56.28515692614446,38.3683669048784,38.36778932408966,1.4669677514731023,76.61056297156124
23,810.7333333333333,821.0,52.65898678182945,28.505333782540664,28.48533576320862,1.8473380169322116,74.00707178685963
24,841.0277777777778,851.0,64.07633733425187,34.791734488702836,34.78310954160164,1.841711494868357,71.34128216137661
25,847.056338028169,860.0,57.92561702491155,30.939803305312537,30.938058591122925,1.872203790479993,70.83354117823116
26,882.3623188405797,883.0,43.251864671035044,34.92723528574631,34.92406493263184,1.238342065072811,67.99927730236683
27,844.5,859.0,55.16918423258485,31.799105311180522,31.783817725885214,1.7349288193082413,71.04795737122558
28,858.3714285714286,852.0,42.16368492590053,29.587992080611333,29.587992080611333,1.425026909937897,69.89981027194354
29,840.7222222222222,844.0,50.060858024736646,31.938541333868258,31.938389161659654,1.5674121589156962,71.36721073151391
30,813.8648648648649,820.5,51.46983486137696,32.847926896074625,32.78530100088905,1.5669127316381015,73.72231262245542
31,821.472972972973,828.0,42.02869771598892,26.535579630024476,26.514058698892352,1.5838620562271153,73.03953017815722
32,802.8133333333334,805.0,48.9368827050609,34.907793600484894,34.906409879761874,1.4018898835353815,74.73717427048213
33,847.6056338028169,843.0,58.701555723137396,39.07355700653394,39.05423753432853,1.5023345766376281,70.7876370887338
34,853.5352112676056,859.0,45.45074132428641,36.855703183399676,36.773704003301724,1.2332078185597626,70.29586970512038
35,719.4047619047619,707.0,57.20516939836549,25.772872634912503,25.769988767781708,2.2195884102136954,83.40228363395664
36,741.9012345679013,734.0,45.25636301712247,25.11075466807001,25.073080684271726,1.8022701274951696,80.8732984990182
37,786.012987012987,789.0,47.754647154428724,29.781219797576778,29.779545490821196,1.6035154865723262,76.3346165920394
38,795.8552631578947,789.0,67.58283493286092,32.35387663531734,32.35370080153977,2.0888635910507185,75.39059270893611
39,833.0410958904109,828.0,42.021337813969424,27.316814113899397,27.294769402367095,1.5382957045707626,72.02525817272907
40,815.6621621621622,828.0,66.67392963237094,35.770769424286634,35.75754450624591,1.8639221550292555,73.55986679699797
